"document.id","array.index","id","category","label","persistentId","lastInfoUpdate","status","description","sourceItemId","version","informationContributor.id","informationContributor.username","informationContributor.displayName","informationContributor.status","informationContributor.registrationDate","informationContributor.role","informationContributor.config","source.id","source.label","source.url","source.urlTemplate","thumbnail.caption","thumbnail.info.mediaId","thumbnail.info.category","thumbnail.info.filename","thumbnail.info.mimeType","thumbnail.info.hasThumbnail","thumbnail.concept.code","thumbnail.concept.label","thumbnail.concept.notation","thumbnail.concept.uri","thumbnail.concept.candidate","thumbnail.info.location.sourceUrl","thumbnail.concept.vocabulary.code","thumbnail.concept.vocabulary.scheme","thumbnail.concept.vocabulary.namespace","thumbnail.concept.vocabulary.label","thumbnail.concept.vocabulary.closed"
5,60,28764,"tool-or-service","Sort My List","mv8HXC","2021-11-23T17:35:19+0000","approved","Sort My List will alphabetically sort a list of plain text data, and do some simple text reformatting (e.g. going from CSV to TSV, changing cases, find and replace.). It is constantly being updated with new sorting options.
","1273",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,61,46677,"tool-or-service","Soundcite","FHje7x","2022-11-03T15:16:03+0000","approved","The Soundcite tool enables writers to place audio clips at precise moments that underscore the ideas and expressions in a text. As your readers follow along, they click highlighted lines to play audio, and they stop automatically.","1535",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,62,28161,"tool-or-service","SoundScriber","SKXyni","2021-11-23T17:22:57+0000","approved","A software application for the playback of audio recordings. SoundScriber offers specific functionality for researchers that wish to transcribe a recording. It was originally developed for use in the Michigan Corpus of Academic Spoken English (MICASE) project and released for use by academics performing similar work.



Features:

Audio playback via installed audio codecs (e.g. Wav, MP3)



Variable speed playback



'Walking' support -- playback of a small stretch of an audio stream several times to ensure accurate transcription is made, followed by an advancement to a new section of audio.
","1220",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,63,46681,"tool-or-service","spaCy","nfEQYA","2022-11-03T15:16:07+0000","approved","spaCy is an open-source software library for advanced natural language processing, written in the programming languages Python and Cython. The library is published under the MIT license and currently offers statistical neural network models for English, German, Spanish, Portuguese, French, Italian, Dutch and multi-language NER, as well as tokenization for various other languages. Unlike NLTK, which is widely used for teaching and research, spaCy focuses on providing software for production usage. As of version 1.0, spaCy also supports deep learning workflows that allow connecting statistical models trained by popular machine learning libraries like TensorFlow, Keras, Scikit-learn or PyTorch. spaCy's machine learning library, Thinc, is also available as a separate open-source Python library. It features convolutional neural network models for part-of-speech tagging, dependency parsing and named entity recognition, as well as API improvements around training and updating models, and constructing custom processing pipelines.","1603",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,64,15265,"tool-or-service","Spatial","ZAUXU6","2021-10-15T07:44:41+0000","approved","Recognition of spatial expressions in Polish texts.","Spatial",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,52,"Language Resource Switchboard","https://switchboard.clarin.eu/","https://raw.githubusercontent.com/clarin-eric/switchboard-tool-registry/master/tools/{source-item-id}.json","","8c53bb0f-0099-4691-b9f7-0e4579db26ca","image",NA,"image/png",TRUE,NA,NA,NA,NA,NA,"https://switchboard.clarin.eu/api/logos/clarin-pl.png",NA,NA,NA,NA,NA
5,65,46682,"tool-or-service","SpatialNote","PUHEda","2022-11-03T15:16:07+0000","approved","SpatialNote is a 3D note-taking software. The workspace consists of cubes. SpatialNote allows for working with details from the inside the cube view, and with the big picture from the outside structure view. The idea behind making a 3D note-taking solution is to include spatial memory into the process, and boost memorization by implicit spatial metaphors.The application doesn't require any special skills in 3D.
","795",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,66,46686,"tool-or-service","Specify Collections Management Software","WDW1s1","2022-11-03T15:16:09+0000","approved","Specify is a database platform for museum and herbarium research data. It manages species and specimen information for computerizing biological collections, tracking museum specimen transactions, linking images to specimen records and publishing catalog data to the Internet. Specify is written in Java for Windows, Mac OS X, and Linux computers and uses the relational data manager, MySQL, as its data engine. Specify, Java, and MySQL are free and open-source.

Specify supports data from specimens, taxonomic and stratigraphic classifications, field notebooks, DNA sequence runs, literature references, as well as from other primary sources. It also manages the information associated with repository agreements, accessions, conservation treatments, collection object containers, images, and document attachments.

Data fields in Specify's form windows can be selected, organized, re-named, and re-sized to suit your curatorial preferences and to eliminate the need for tabbing through multiple data forms. Specify's \"tree\" data windows for taxonomy, geography, storage location, chronostratigraphy and lithostratigraphy provide intuitive access to hierarchical data for editing, drag-and-drop synonymization, re-parenting, and for discovering linked collection objects.
","872",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,67,36633,"tool-or-service","Spectrum Analyzer Home Page","2SfcUD","2022-01-13T11:51:02+0000","approved","Spectrum Analyzer is a program for optical spectra display, recognition and analysis, working on Microsoft Windows","RHKZ37DU",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,15266,"tool-or-service","Spejd","6Z4J7o","2021-10-15T07:44:42+0000","approved","Spejd - a partial, shallow parser for Polish with rule-based morphosyntactic disambiguation.","Spejd",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,52,"Language Resource Switchboard","https://switchboard.clarin.eu/","https://raw.githubusercontent.com/clarin-eric/switchboard-tool-registry/master/tools/{source-item-id}.json","","d29e1f3c-1e1e-4d77-81c2-56fa94f4a1df","image",NA,"image/png",TRUE,NA,NA,NA,NA,NA,"https://switchboard.clarin.eu/api/logos/clarin-pl.png",NA,NA,NA,NA,NA
5,69,34618,"tool-or-service","SpiderOak","8b4qz1","2022-01-05T11:44:47+0000","approved","SpiderOak provides an private and secure online backup, sync, sharing, access \& storage solution for all file and data types. It was designed with a 'Privacy-as-a-Platform' approach. The 'Zero-Knowledge' privacy cloud technology provides a central, private place to store data, free from surveillance by private and public entities. Data is fully encrypted end-to-end (not only during transit) and only the user is able to unlock it using their password. Passwords are never stored by SpiderOak and the company cannot see the names of files or folders in your account.

SpiderOak allows you to securely backup files (including a built-in versioning system), choose to sync data across all of your devices, and share folders or files privately using a password-protected link. Users can have unlimited devices connected to their SpiderOak account which backs up your data so you are able to restore files, even if they are deleted.

Some components of SpiderOak are open source (See GitHub Page). The company intends to be fully open source in the future but as of 2014 their source is not available.

New users get 2GB free (no time limit) and can upgrade to more storage as required.
","1001",NA,264,"375705ce1b4f3e660ff1981587d410f3e9475f6be05e7a8f5a0032c054348748@dariah.eu","Martin Kirnbauer","enabled","2021-10-11T09:48:05+0000","moderator",FALSE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,70,46687,"tool-or-service","SPITBOL","YZzjy2","2022-11-03T15:16:10+0000","approved","SPITBOL (Speedy Implementation of SNOBOL) was a complied implementation of SNOBOL4 with additional features, such as string reversal, of particular interest to researchers in the humanities.
","491",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,71,46689,"tool-or-service","SplitsTree4","zFu5bU","2022-11-03T15:16:11+0000","approved","SplitsTree4 is a free Java tool for generating phylogenic (similarity) networks from Universitat Tubingen. While designed for molecular sequence data, it can also visualize humanities data such as document sequence alignments.
","373",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,72,27982,"tool-or-service","Spoken Word -My Other Office Transcription Service","Wj3hnW","2021-11-23T17:19:25+0000","approved","Spoken Word - My Other Office Transcription Services is based in Toronto, Ontario, but serves clients across Canada and the United States. We strive to maintain our position as one of the best transcription companies through our guarantee of high quality product, quick turnaround times, and commitment to our customers' satisfaction.
","778",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,73,48664,"tool-or-service","SPPAS","7MmpJv","2023-01-30T09:45:31+0000","approved","SPPAS - the automatic annotation and analyses of speech is a scientific computer software package. SPPAS is daily developed with the aim to provide a robust and reliable software. Available for free, with open source code, there is simply no other package for linguists to simple use in both the automatic annotations of speech, the analyses of any kind of annotated data and the conversion of annotated file formats. You can imagine the annotations or analyses you need, SPPAS does the rest!

SPPAS ensures flexibility rather than a one-size-fits all approach in the implementation of the proposed features. There are no fixed or unique solutions, but a bunch of customizable features to make choices according to the user requirements.

Annotating recordings is very labor-intensive and cost-ineffective since it has to be performed manually by experienced researchers with many hours of work. As the primary functionality, SPPAS proposes a set of automatic or semi-automatic annotations of recordings. In the present context, annotations are \"defined as the practice of adding interpretative, linguistic information to an electronic corpus of spoken and/or written language data. \"Annotation\" can also refer to the end-product of this process\" (Leech, 1997). SPPAS automatizes the annotation processes and allows users to save time. In order to be used efficiently, SPPAS expects a rigorous methodology to collect data and to prepare them.

Linguistics annotation, especially when dealing with multiple domains, makes use of different tools within a given project. This implies a rigorous annotation framework to ensure compatibilities between annotations and time-saving. SPPAS annotation files are in a specific XML format with extension xra. Annotations can be imported from and exported to a variety of other formats including Praat (TextGrid, PitchTier, IntensityTier), Elan (eaf), Transcriber (trs), Annotation Pro (antx), Phonedit (mrk), Sclite (ctm, stm), HTK (lab, mlf), subtitles formats (srt, sub), CSV files…",NA,NA,1,"Administrator","Administrator","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,74,36069,"tool-or-service","Språkbanken","zvKtn3","2022-01-13T11:47:01+0000","approved","A free cloud service for OCR The project En fri molntjänst för OCR \`A free cloud service for OCR', funded by the National Library of Sweden (51-KB709-2012), ran from 1st September, 2013 until 31st August, 2014. The project was a collaboration between the University Library of University of Gothenburg and Språkbanken 'the Swedish Language Bank' at the Department of Swedish of University of Gothenburg, its aim to create a prototype Optical Character Recognition (OCR) web service for processing old Swedish texts that are printed in a blackletter (fraktur) or roman typeface, using one of two open source OCR engines. Our ultimate goal is to provide a service for libraries, museums and archives to upload any digitized document and retrieve an OCRed text with high quality, independent on the quality of the print. In the project, we have evaluated two open source OCR engines: OCRopus and Tesseract and further developed one of them, namely OCRopus. Using OCRopus we have set up a open webservice for OCR that can handle Swedish Blackletter print as well as Roman type print. The pilot cloud service and web API can be found here. The material and tools developed in the project are freely available for download from this site under the license CC-BY.","MAQDBVPI",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,75,36486,"tool-or-service","SPSS AMOS homepage","2CJSrL","2022-01-13T11:50:06+0000","approved","No description provided.","3BIQ5K3W",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,76,36879,"tool-or-service","SPSS homepage","Zot7pm","2022-01-13T11:52:35+0000","approved","No description provided.","I828B5GI",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,77,46692,"tool-or-service","SQL Server","y1ojDl","2022-11-03T15:16:13+0000","approved","A server-side software application that enables databases conformant to a relational data model to be created, managed and queried. Information, most commonly text may be stored as one or more records contained within a table. The table may exist in isolation or have some relationship to other tables. Information may be manipulated using a set of T-SQL or ANSI SQL commands. Several editions of SQL Server 2014 are available, including SQL Server Business Intelligence, Developer, Enterprise, Express, Standard and Web.

Features:

Service Broker



Replication Services using transaction, merge, or snapshot replication



Analysis functionality to perform data mining, OLAP and other services



Report generation services



Enterprise scalability across compute, networking, and storage



Consistent data platform on-premises to cloud



Easy integration with Microsoft Azure
","1211",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,78,46695,"tool-or-service","SRILM (SRI Language Modelling Toolkit)","a9U2Ok","2022-11-03T15:16:15+0000","approved","SRILM (SRI Language Modelling Toolkit) is a toolkit for language modelling first developed in the 1990s and still in active development. It has applications in speech recognition, statistical tagging, segmentation and machine translation. The toolkit is available for Windows and UNIX, and users have developed a variety of extensions for it.
","436",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,79,48266,"tool-or-service","Srophé App (an eXist-db publishing platform for TEI datasets)","lxjJee","2022-11-28T11:19:01+0000","approved","The Srophé App is an open source application for encoding cultural heritage.

The Srophé App is an open source database designed to support digital humanities research in the history of culture. Srophé [pronounced, Srō-Fay] is an eXist-DB application which enables researchers to encode and link historical data, with a focus on texts, persons, geography, events, and material artefacts. The Srophé App was created as the digital publication platform for Syriaca.org: The Syriac Reference Portal and thus its original use case was pre-modern cultural heritage data associated with the Syriac language (a dialect of Aramaic). Because the Srophé App architecture is built on the broad XML guidelines of the Text Encoding Initiative. (TEI) and the principles of Linked Open Data, the Srophé app has also proved useful for digitally representing data from a variety of cultures across different time periods ranging from the architecture of medieval China to the geography of early modern South America to nineteenth-century British literature (soming soon). The app is capable of handling many kinds of data including full text literary corpora, encyclopedias, online journals, geographical gazetteers, prosopographies, and annotated bibliographies (building its functionality on top of Zotero).

Funding for the Srophé App has been provided by The Mellon Foundation, the National Endowment for the Humanities, the International Bazan Prize Foundation, Vanderbilt University, Texas A&M University, and Marquette University. The Srophé App is developed by the team of researchers in Vanderbilt University's Digital Heritage Research Cluster and the Center of Digital Humanities Research at Texas A&M University. The lead developer is Winona Salesky.
",NA,NA,1,"Administrator","Administrator","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,80,46697,"tool-or-service","SSELab","mjdViM","2022-11-03T15:16:16+0000","approved","The SSELab is an extensible platform for the development and application of software engineering techniques and concepts.



The SSELab provides basic project hosting services such as a version control system and a project management and bug-tracking tool as well as advanced software engineering services such as code generators for model-based software engineering.
","1543",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,81,40783,"tool-or-service","SSH Conversion Hub","CzWHtv","2022-04-06T07:55:57+0000","approved","The SSH Conversion Hub is a registry that enables researchers to find solutions to convert metadata and data from one format to another. The Hub contains information about available conversion services and guidance for conversion workflows. 

It has both a human-readable user interface and an Application Programming Interface (API) for machines. The platform enables users to find appropriate conversion solutions, use them, and refer to them. 
","222",NA,1,"Administrator","Administrator","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,104,"SSHopencloud Service Catalogue","https://www.sshopencloud.eu","https://www.sshopencloud.eu/node/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,82,12796,"tool-or-service","SSH GDPR Code of Conduct","tsbNWP","2021-07-22T10:20:19+0000","approved","Recommendations for a GDPR Code of Conduct for the social sciences and humanities.
","213",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,104,"SSHopencloud Service Catalogue","https://www.sshopencloud.eu","https://www.sshopencloud.eu/node/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,83,12782,"tool-or-service","SSHOC Certification Support","D7vtfD","2021-07-22T10:20:15+0000","approved","A support community for SSHOC repositories seeking CoreTrustSeal certification. 
Contact: rep-certification@sshopencloud.eu
","307",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,104,"SSHopencloud Service Catalogue","https://www.sshopencloud.eu","https://www.sshopencloud.eu/node/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,84,40742,"tool-or-service","SSHOC Multilingual Data Stewardship Terminology","dLFjZ9","2022-04-01T13:52:17+0000","approved","The SSHOC Multilingual Data Stewardship Terminology is a multilingual terminology that collects terms specific to the domain of Data Stewardship, as well as their definitions. A list of domain-specific terms was automatically extracted from a corpus pertaining to the domain of Data Stewardship and Curation, validated by domain experts, assigned a definition, and linked to other existing terminologies (Loterre Open Science Thesaurus, terms4FAIRskills, Linked Open Vocabularies, ISO terms and definitions). Each term-definition pair was then automatically translated into multiple languages (Dutch, French, German, Greek, Italian, Slovenian) by employing Deep-L.

The Multilingual Data Stewardship Terminology thus consists of 210 concepts available in Dutch, French, German, Greek, Italian, Slovenian.",NA,"",1,"Administrator","Administrator","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,85,40782,"tool-or-service","SSHOC Reference Ontology (SSHOCro)","6jw1I7","2022-04-06T07:54:55+0000","approved","The SSHOC Reference Ontology (SSHOCro) proposes an ontological model and RDF schema to be used as a top-level ontology for organizing knowledge and information found distributed across various primary sources of information in the Social Sciences and Humanities Open Cloud (SSHOC). 

It provides a semantic interoperability framework for the description of the data life cycle used by Social Science and Humanities researchers.",NA,"",1,"Administrator","Administrator","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,86,40746,"tool-or-service","SSH Training Discovery Toolkit","U35NcK","2022-04-01T15:14:47+0000","approved","The SSH Training Discovery Toolkit (“Toolkit” in short) is an inventory of various learning and training materials that trainers of different disciplines in the SSH can use to find materials for re-use in their own training activities. The Toolkit links to a variety of materials available through various sources on topics including Open Science, Research Data Management, and didactics, but also specific topics that are relevant to multiple disciplines, like text encoding and spatial data. 

The  Toolkit  is  continuously  being  updated  and  currently  contains  more than  240  items  from  more  than  95  different  sources  on  the  above-mentioned  topics  for better development and implementation of training activities.",NA,"",1,"Administrator","Administrator","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,87,46698,"tool-or-service","STACKS","1qgDsN","2022-11-03T15:16:17+0000","approved","STACK is an extensible social media research toolkit designed to collect, process, and store data from online social networks. The toolkit is an ongoing project via the Syracuse University iSchool, and currently supports the Twitter Streaming API. Collecting from Facebook public pages and Twitter search API are under development. The toolkit architecture is modular and supports extending. Basic Linux / Mac command line skills needed.

To learn more: https://github.com/bitslabsyr/stack
","747",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,88,46701,"tool-or-service","Stanford HCI Group: Gigapixel","YNJ5uy","2022-11-03T15:16:19+0000","approved","Gigapixel is a free tool to facilitate experiments in collaborate workspaces, enabling printed visualizations to be augmented with projectors and mobile devices. This tool has been succeeded by PaperToolKit, and continues to be available as a reference resource.
","141",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,89,46704,"tool-or-service","Stanford HCI Group: PaperToolkit","mH3XXA","2022-11-03T15:16:21+0000","approved","PaperToolkit is a free, open source toolkit for designing pen and paper applications. Applications generated with this tool are intended for printing on a paper surface that allows some digital interaction, such as the related ButterflyNet or Interactive Gigapixels Prints. Suggested applications include interactive newspapers and smart notebooks. This toolkit is currently under development; code, documentation, tutorials and demo applications are all available.
","139",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,90,46709,"tool-or-service","Stanford Mobisocial Lab: Muse","DxMLwM","2022-11-03T15:16:24+0000","approved","Muse is a free, open source JavaScript tool for reflecting on and searching for patterns in the past by examining one's personal e-mail archive. It analyses e-mail to generate several views including a sentiment graph from messages that may reflect particular emotions or feelings, inferred groups based on communications with various contacts, a calendar view, or an an attachment wall of all documents attached to e-mails.
","140",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,91,36366,"tool-or-service","Stanford Named Entity Recognizer (NER)","p7pfbV","2022-01-13T11:49:19+0000","approved","Stanford NER is a Java implementation of a Named Entity Recognizer. Named Entity Recognition (NER) labels sequences of words in a text which are the names of things, such as person and company names, or gene and protein names. It comes with well-engineered feature extractors for Named Entity Recognition, and many options for defining feature extractors. Included with the download are good named entity recognizers for English, particularly for the 3 classes (PERSON, ORGANIZATION, LOCATION), and we also make available on this page various other models for different languages and circumstances, including models trained on just the CoNLL 2003 English training data.","RX7BRGK8",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,92,46711,"tool-or-service","Stanford NLP Group: Classifier","LWpbxy","2022-11-03T15:16:25+0000","approved","Stanford Classifier is a free, open source Java-based machine learning tool that takes data and applies probibalistic classification. It can also give probability distribution information related to class assignments.
","143",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,93,46713,"tool-or-service","Stanford NLP Group: CoreNLP","vdLMD2","2022-11-03T15:16:26+0000","approved","Stanford CoreNLP is a free Natural Language Processing tool. It processes English language text and provides the base forms of words, parts of speech, indicates whether they are proper names, normalizes dates, times and numeric quantities, and marks up the structure of sentences. This tool integrates all other Stanford NLP tools for English language processing, including parts-of-speech (POS), the named entitiy recognizer (NER), the parser and the coreference resolution system. An online demo is also available.
","104",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,94,46716,"tool-or-service","Stanford NLP Group: Named Entity Recognizer","V4X9ed","2022-11-03T15:16:28+0000","approved","Stanford Named Entity Recognizer is a free Java implementation for the recognition of proper names and other nouns and a part of the Stanford Natural Language Processing toolset. It also includes person, location and organizational recognition. This tool can be used with English or German text.
","105",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,95,46719,"tool-or-service","Stanford NLP Group: Part-of-Speech Tagger","RTjrhD","2022-11-03T15:16:30+0000","approved","Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text.
","106",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,96,46721,"tool-or-service","Stanford NLP Group: Stanford Parser","L0lPLb","2022-11-03T15:16:32+0000","approved","Stanford Parser is a free Java implementation for the statistical parsing of text, and a part of the Stanford Natural Language Processing toolset. This tool can be used with English, Chinese, German and Arabic. A demo web browser version is also available.
","107",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
