"ssh.id","ssh.label","tapor.id","wd.item","wd.item.tadirah","tadirah.uri"
"2875","90Pnyy","Community Contributed Collection (CoCoCo)","514",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"2876","90Pnyy","Community Contributed Collection (CoCoCo)","514",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"2877","90Pnyy","Community Contributed Collection (CoCoCo)","514",NA,"Q275969","https://vocabs.dariah.eu/tadirah/crowdsourcing"
"2878","u6fDlm","Compare Lists","454",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2879","u6fDlm","Compare Lists","454",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2880","u6fDlm","Compare Lists","454",NA,"Q1624679","https://vocabs.dariah.eu/tadirah/comparing"
"2881","PNBD30","Compare Networks Over Time","461",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2882","PNBD30","Compare Networks Over Time","461",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2883","PNBD30","Compare Networks Over Time","461",NA,"Q1624679","https://vocabs.dariah.eu/tadirah/comparing"
"2884","dfDk1h","Compfight","984",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"2885","dfDk1h","Compfight","984",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"2886","O3dRJB","CompHistSem","1642",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2887","O3dRJB","CompHistSem","1642",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2888","e8U0Ik","Complex Sentiment Analysis","586",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"2889","e8U0Ik","Complex Sentiment Analysis","586",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2890","e8U0Ik","Complex Sentiment Analysis","586",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2891","e8U0Ik","Complex Sentiment Analysis","586",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2892","e8U0Ik","Complex Sentiment Analysis","586",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2893","7w95ah","CONCORD","410",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2894","62qlBX","Concordance","202",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2895","62qlBX","Concordance","202",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2896","62qlBX","Concordance","202",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"2897","62qlBX","Concordance","202",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2898","62qlBX","Concordance","202",NA,"Q839018","https://vocabs.dariah.eu/tadirah/concordance"
"2899","62qlBX","Concordance","202",NA,"Q11873636","https://vocabs.dariah.eu/tadirah/stylisticAnalysis"
"2900","u2pdd2","Concordle","315",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2901","HZVQDa","Concord, the Interactive Concordance Generator (Virtual Muse)","246",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2902","djDOAb","Concraft",NA,NA,"Q43401994","https://vocabs.dariah.eu/tadirah/tagging"
"2903","2A6fEr","Concraft -> Bartek",NA,NA,NA,NA
"2904","P0ZoZa","Concraft -> Bartek -> NicolasSummarizer",NA,NA,NA,NA
"2905","G4iyld","Concraft -> DependencyParser",NA,NA,"Q194152","https://vocabs.dariah.eu/tadirah/parsing"
"2906","JXjDxt","Concraft -> Nerf",NA,NA,"Q403574","https://vocabs.dariah.eu/tadirah/namedEntityRecognition"
"2907","GdDi7n","Concraft-pl 2.0","1585",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2908","GdDi7n","Concraft-pl 2.0","1585",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"2909","x3mn2r","Concraft -> Sentipejd",NA,NA,"Q2271421","https://vocabs.dariah.eu/tadirah/sentimentAnalysis"
"2910","As8f05","Concraft->Spejd",NA,NA,"Q194152","https://vocabs.dariah.eu/tadirah/parsing"
"2911","99qQcc","CONDOR","639",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"2912","99qQcc","CONDOR","639",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2913","gXGKMW","ConedaKOR",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"2914","Jv0TkC","Confluence","1437","Q1125400",NA,NA
"2915","qxdVH2","ConfTool","1419",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"2916","qxdVH2","ConfTool","1419",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"2917","vOV9Lr","congree","1605",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"2918","vOV9Lr","congree","1605",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"2919","vOV9Lr","congree","1605",NA,"Q7553","https://vocabs.dariah.eu/tadirah/translating"
"2920","MVnVXH","Conservatoire National des Données 3D SHS",NA,NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"2921","73kJVH","ContaWords","529",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2922","QNvhmh","CONTENTdm","1388","Q61756741","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"2923","QNvhmh","CONTENTdm","1388","Q61756741","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"2924","QNvhmh","CONTENTdm","1388","Q61756741","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"2925","QNvhmh","CONTENTdm","1388","Q61756741","Q632897","https://vocabs.dariah.eu/tadirah/preserving"
"2926","QNvhmh","CONTENTdm","1388","Q61756741","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"2927","QNvhmh","CONTENTdm","1388","Q61756741","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"2928","QNvhmh","CONTENTdm","1388","Q61756741","Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"2929","JZuVsb","Contributions to Contemporary History - Journal",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"2930","DiTQhb","Contropedia","619",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"2931","DiTQhb","Contropedia","619",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2932","DiTQhb","Contropedia","619",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2933","A9nRNi","Convert and transform various OCR formats (hOCR, ALTO, PAGE, FineReader): kba/ocr-schemas",NA,NA,NA,NA
"2934","Eg1SvN","CoolText","1609",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"2935","NEIh65","Cornell Notes PDF Generator","1113",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"2936","NEIh65","Cornell Notes PDF Generator","1113",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"2937","NEIh65","Cornell Notes PDF Generator","1113",NA,"Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"2938","74PRXu","Corpkit","736",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2939","74PRXu","Corpkit","736",NA,"Q11873636","https://vocabs.dariah.eu/tadirah/stylisticAnalysis"
"2940","74PRXu","Corpkit","736",NA,"Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"2941","KE90xs","CorpusExplorer","1586",NA,"Q80006","https://vocabs.dariah.eu/tadirah/programming"
"2942","KE90xs","CorpusExplorer","1586",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"2943","KE90xs","CorpusExplorer","1586",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"2944","KE90xs","CorpusExplorer","1586",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2945","KE90xs","CorpusExplorer","1586",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"2946","KE90xs","CorpusExplorer","1586",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2947","KE90xs","CorpusExplorer","1586",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2948","KE90xs","CorpusExplorer","1586",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"2949","KE90xs","CorpusExplorer","1586",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"2950","KE90xs","CorpusExplorer","1586",NA,"Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"2951","KE90xs","CorpusExplorer","1586",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"2952","KE90xs","CorpusExplorer","1586",NA,"Q11873636","https://vocabs.dariah.eu/tadirah/stylisticAnalysis"
"2953","KE90xs","CorpusExplorer","1586",NA,"Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"2954","KE90xs","CorpusExplorer","1586",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"2955","KE90xs","CorpusExplorer","1586",NA,"Q2554325","https://vocabs.dariah.eu/tadirah/lemmatizing"
"2956","lvtnwT","CorpusSearch","1284",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2957","lvtnwT","CorpusSearch","1284",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2958","lvtnwT","CorpusSearch","1284",NA,"Q11873636","https://vocabs.dariah.eu/tadirah/stylisticAnalysis"
"2959","GQE5se","CorpusSearch 2","310",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"2960","GQE5se","CorpusSearch 2","310",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"2961","GQE5se","CorpusSearch 2","310",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"2962","f6Tch2","Cos4Bio",NA,NA,NA,NA
"2963","23jFco","CosmoTool",NA,NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"2964","TEyBgJ","Cowo","1569",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2965","TEyBgJ","Cowo","1569",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2966","TEyBgJ","Cowo","1569",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2967","HBeaIs","CQPweb","643",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2968","HBeaIs","CQPweb","643",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"2969","HBeaIs","CQPweb","643",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2970","Q2Ofa0","Crawdad Text Analysis Software","258",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2971","Q2Ofa0","Crawdad Text Analysis Software","258",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2972","Q2Ofa0","Crawdad Text Analysis Software","258",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2973","Q2Ofa0","Crawdad Text Analysis Software","258",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2974","Q2Ofa0","Crawdad Text Analysis Software","258",NA,"Q1624679","https://vocabs.dariah.eu/tadirah/comparing"
"2975","nirlFb","Creately","761","Q104841340","Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"2976","nirlFb","Creately","761","Q104841340","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2977","nirlFb","Creately","761","Q104841340","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2978","nirlFb","Creately","761","Q104841340","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"2979","nirlFb","Creately","761","Q104841340","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"2980","nirlFb","Creately","761","Q104841340","Q959962","https://vocabs.dariah.eu/tadirah/diagramming"
"2981","nirlFb","Creately","761","Q104841340","Q123819152","https://vocabs.dariah.eu/tadirah/wireframing"
"2982","McpN1L","CRIC-8 CONCORDER (Cross-Reference in Context)","414",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2983","McpN1L","CRIC-8 CONCORDER (Cross-Reference in Context)","414",NA,"Q839018","https://vocabs.dariah.eu/tadirah/concordance"
"2984","CVyUeU","Critic Markup","545",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2985","CVyUeU","Critic Markup","545",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"2986","CVyUeU","Critic Markup","545",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"2987","CVyUeU","Critic Markup","545",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"2988","CVyUeU","Critic Markup","545",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"2989","b5vyBf","Crossfilter","1524",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2990","b5vyBf","Crossfilter","1524",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"2991","b5vyBf","Crossfilter","1524",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2992","k8nOt4","Crowdmap","1270",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"2993","k8nOt4","Crowdmap","1270",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"2994","k8nOt4","Crowdmap","1270",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"2995","k8nOt4","Crowdmap","1270",NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"2996","k8nOt4","Crowdmap","1270",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"2997","k8nOt4","Crowdmap","1270",NA,"Q275969","https://vocabs.dariah.eu/tadirah/crowdsourcing"
"2998","k8nOt4","Crowdmap","1270",NA,"Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"2999","k8nOt4","Crowdmap","1270",NA,"Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"3000","hnwnQN","CRYENGINE",NA,NA,NA,NA
"3001","9snWhS","CRYENGINE V Manual- Documentation",NA,NA,NA,NA
"3002","WCXCgY","CSV Sort","584",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3003","WCXCgY","CSV Sort","584",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"3004","WCXCgY","CSV Sort","584",NA,"Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"3005","Lw3BUe","cue.language","186",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3006","Lw3BUe","cue.language","186",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"3007","Lw3BUe","cue.language","186",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3008","H5pCtj","CulturalAnalytics","187",NA,"Q1783551","https://vocabs.dariah.eu/tadirah/converting"
"3009","H5pCtj","CulturalAnalytics","187",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3010","H5pCtj","CulturalAnalytics","187",NA,"Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"3011","H5pCtj","CulturalAnalytics","187",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3012","H5pCtj","CulturalAnalytics","187",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3013","H5pCtj","CulturalAnalytics","187",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"3014","H5pCtj","CulturalAnalytics","187",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3015","H5pCtj","CulturalAnalytics","187",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3016","H5pCtj","CulturalAnalytics","187",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"3017","H5pCtj","CulturalAnalytics","187",NA,"Q12713609","https://vocabs.dariah.eu/tadirah/imaging"
"3018","H5pCtj","CulturalAnalytics","187",NA,"Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"3019","MkXY6u","Cultural Heritage Imaging \| NEH Start-up Project",NA,NA,NA,NA
"3020","NQ76Ma","Cultural Heritage Imaging \| Process: RTIBuilder Download",NA,NA,NA,NA
"3021","u4cQWg","CVCE.eu",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3022","u4cQWg","CVCE.eu",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3023","u4cQWg","CVCE.eu",NA,NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3024","u4cQWg","CVCE.eu",NA,NA,"Q516508","https://vocabs.dariah.eu/tadirah/browsing"
"3025","ndYjWa","Cytoscape","122","Q3699942","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3026","ndYjWa","Cytoscape","122","Q3699942","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3027","ndYjWa","Cytoscape","122","Q3699942","Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"3028","ndYjWa","Cytoscape","122","Q3699942","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3029","K0fpIl","D3.js","1062","Q3011087","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3030","K0fpIl","D3.js","1062","Q3011087","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3031","RJtMWB","d3.js - Data Driven Documents","112","Q3011087","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"3032","RJtMWB","d3.js - Data Driven Documents","112","Q3011087","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"3033","RJtMWB","d3.js - Data Driven Documents","112","Q3011087","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3034","RJtMWB","d3.js - Data Driven Documents","112","Q3011087","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3035","RJtMWB","d3.js - Data Driven Documents","112","Q3011087","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3036","RJtMWB","d3.js - Data Driven Documents","112","Q3011087","Q65757353","https://vocabs.dariah.eu/tadirah/transformation"
"3037","d02KWX","D4Science.org Gateway - Explore Virtual Research Environments",NA,NA,NA,NA
"3038","9Xnsgb","DABAR - Digital Academic Archives and Repositories",NA,NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"3039","9Xnsgb","DABAR - Digital Academic Archives and Repositories",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3040","qeaxdg","DaCy",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3041","qeaxdg","DaCy",NA,NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3042","qeaxdg","DaCy",NA,NA,"Q403574","https://vocabs.dariah.eu/tadirah/namedEntityRecognition"
"3043","qeaxdg","DaCy",NA,NA,"Q1271424","https://vocabs.dariah.eu/tadirah/posTagging"
"3044","qeaxdg","DaCy",NA,NA,"Q30642","https://vocabs.dariah.eu/tadirah/naturalLanguageProcessing"
"3045","qeaxdg","DaCy",NA,NA,"Q194152","https://vocabs.dariah.eu/tadirah/parsing"
"3046","l4nv0N","Dandelion API \| Semantic Text Analytics as a service",NA,NA,NA,NA
"3047","fzhujC","da|ra - DOI Registration Service for social science and economic data",NA,NA,NA,NA
"3048","7B3bXG","DARIAH Authentication and Authorization (AAI)",NA,NA,NA,NA
"3049","kUmwAb","DARIAH-DE Collection Registry",NA,NA,"Q3535655","https://vocabs.dariah.eu/tadirah/cataloging"
"3050","kUmwAb","DARIAH-DE Collection Registry",NA,NA,"Q208165","https://vocabs.dariah.eu/tadirah/collecting"
"3051","HqITjy","DARIAH-DE Data Federation Architecture (DFA)",NA,NA,NA,NA
"3052","YxrA2F","DARIAH-DE Data Modeling Environment",NA,NA,"Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"3053","YxrA2F","DARIAH-DE Data Modeling Environment",NA,NA,"Q2330408","https://vocabs.dariah.eu/tadirah/dataMapping"
"3054","fQtJWH","DARIAH-DE Generic Search",NA,NA,"Q11540953","https://vocabs.dariah.eu/tadirah/searching"
"3055","VKlyuP","DARIAH-DE Geo-Browser",NA,NA,NA,NA
"3056","DYC4DM","DARIAH-DE Hedgedoc",NA,NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3057","DYC4DM","DARIAH-DE Hedgedoc",NA,NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"3058","riBkMh","DARIAH-DE Helpdesk (CLARIAH-DE, Text+)",NA,NA,NA,NA
"3059","PFBoBa","DARIAH-DE Indico Event Management",NA,NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"3060","PFBoBa","DARIAH-DE Indico Event Management",NA,NA,"Q352842","https://vocabs.dariah.eu/tadirah/teaching"
"3061","8D6vyK","DARIAH-DE Mailing lists",NA,NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"3062","PTLn15","DARIAH-DE Monitoring of research infrastructures and services using Icinga",NA,NA,NA,NA
"3063","ydInIb","DARIAH-DE OpenProject ",NA,NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"3064","ydInIb","DARIAH-DE OpenProject ",NA,NA,"Q29017603","https://vocabs.dariah.eu/tadirah/managing"
"3065","94rj5a","DARIAH-DE Persistent Identifier Service ",NA,NA,"Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"3066","bcgCpz","DARIAH-DE Publikator",NA,NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3067","bcgCpz","DARIAH-DE Publikator",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3068","bcgCpz","DARIAH-DE Publikator",NA,NA,"Q25670","https://vocabs.dariah.eu/tadirah/digitalObjectIdentifier"
"3069","hqXyOo","DARIAH-DE Repository dhrep",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3070","hqXyOo","DARIAH-DE Repository dhrep",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3071","rQHnl2","DARIAH-DE Survey Provisioning",NA,NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"3072","8KIHTB","DARIAH-DE TopicsExplorer",NA,NA,"Q96468792","https://vocabs.dariah.eu/tadirah/topicModeling"
"3073","iQLZkZ","DARIAH-DE Working Papers",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3074","7CiZsl","DARIAH ELDAH Consent Form Wizard (CFW)",NA,NA,"Q7958","https://vocabs.dariah.eu/tadirah/explanation"
"3075","7CiZsl","DARIAH ELDAH Consent Form Wizard (CFW)",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3076","t9CyzQ","DARIAH Science Gateway",NA,NA,NA,NA
"3077","5Y92oB","Dashboard",NA,NA,NA,NA
"3078","8lXz8g","Data Confidentiality Schema for Sensitive Data",NA,NA,NA,NA
"3079","lwRuho","Data Desk",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3080","lwRuho","Data Desk",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3081","lwRuho","Data Desk",NA,NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3082","BTDj5E","Data Dictionary Generator (DDG)","737",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3083","BTDj5E","Data Dictionary Generator (DDG)","737",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3084","BTDj5E","Data Dictionary Generator (DDG)","737",NA,"Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"3085","ilcVz7","Data for Research (DFR)","1467",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3086","ilcVz7","Data for Research (DFR)","1467",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"3087","Q3CJKn","DataHero","1514",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3088","Q3CJKn","DataHero","1514",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3089","Q3CJKn","DataHero","1514",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3090","Q3CJKn","DataHero","1514",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3091","Q3CJKn","DataHero","1514",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"3092","D2z0em","Data-illustrator","1602",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"3093","D2z0em","Data-illustrator","1602",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3094","D2z0em","Data-illustrator","1602",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3095","D2z0em","Data-illustrator","1602",NA,"Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"3096","kBxyaC","Data Management Expert Guide (DMEG)",NA,NA,NA,NA
"3097","fiq7ek","Dataplot","512","Q5227478","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3098","fiq7ek","Dataplot","512","Q5227478","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3099","fiq7ek","Dataplot","512","Q5227478","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3100","NxYykl","Datapress","1017",NA,NA,NA
"3101","K4xToD","Data Service Portal Aila",NA,NA,NA,NA
"3102","Tqpxis","DataTank","861",NA,"Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"3103","Tqpxis","DataTank","861",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3104","Tqpxis","DataTank","861",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3105","Tqpxis","DataTank","861",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3106","Tqpxis","DataTank","861",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3107","Tqpxis","DataTank","861",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3108","Tqpxis","DataTank","861",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"3109","Tqpxis","DataTank","861",NA,"Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"3110","Tqpxis","DataTank","861",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3111","uPBXdG","Dataverse","995","Q5227499",NA,NA
"3112","iZKf2Y","DataverseNO",NA,NA,NA,NA
"3113","7JufQv","Datawrapper","1509","Q2594395","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3114","7JufQv","Datawrapper","1509","Q2594395","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3115","7JufQv","Datawrapper","1509","Q2594395","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3116","7JufQv","Datawrapper","1509","Q2594395","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"3117","5W3n5S","Dedoose","951","Q5249840","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3118","5W3n5S","Dedoose","951","Q5249840","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3119","5W3n5S","Dedoose","951","Q5249840","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3120","5W3n5S","Dedoose","951","Q5249840","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3121","5W3n5S","Dedoose","951","Q5249840","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
